,Image,Description,Reference,Match,Book,Cleaned_Description,Lemmatized_Description,Stemmed_Description,split
2559,dataset/images/19.pdf/page_149_image_1.jpeg,Junction of esophagus and stomach 1 Epithelium of esophagus 2  Abrupt change in epithelium,[],<None>,19.pdf,junction esophagus stomach 1 epithelium esophagus 2 abrupt change epithelium,junction esophagus stomach 1 epithelium esophagus 2 abrupt change epithelium,junction esophagu stomach 1 epithelium esophagu 2 abrupt chang epithelium,valid
2560,dataset/images/19.pdf/page_149_image_2.jpeg,Wall of stomach 1 Mucosa 2 Submucosa,[],<None>,19.pdf,wall stomach 1 mucosa 2 submucosa,wall stomach 1 mucosa 2 submucosa,wall stomach 1 mucosa 2 submucosa,train
2561,dataset/images/19.pdf/page_149_image_3.jpeg,Mucosa of stomach body 1 Mucosa 2 Gastric pits,[],<None>,19.pdf,mucosa stomach body 1 mucosa 2 gastric pits,mucosa stomach body 1 mucosa 2 gastric pit,mucosa stomach bodi 1 mucosa 2 gastric pit,train
2562,dataset/images/19.pdf/page_149_image_4.jpeg,Gastric glands 1 Parietal cells 2 Chief cells,[],<None>,19.pdf,gastric glands 1 parietal cells 2 chief cells,gastric gland 1 parietal cell 2 chief cell,gastric gland 1 pariet cell 2 chief cell,train
2563,dataset/images/19.pdf/page_149_image_5.jpeg,Mucosa of stomach pylorus,[],<None>,19.pdf,mucosa stomach pylorus,mucosa stomach pylorus,mucosa stomach pyloru,train
2564,dataset/images/19.pdf/page_150_image_1.jpeg,Sections of the small intestine 1  Serosa visceral peritoneum,[],<None>,19.pdf,sections small intestine 1 serosa visceral peritoneum,section small intestine 1 serosa visceral peritoneum,section small intestin 1 serosa viscer peritoneum,train
2565,dataset/images/19.pdf/page_150_image_2.jpeg,An anterior aspect of the small and large intestines with associated structures 1 Taeniae coli 2 Appendix 3 Cecum 4 Left colic splenic flexure,[],<None>,19.pdf,anterior aspect small large intestines associated structures 1 taeniae coli 2 appendix 3 cecum 4 left colic splenic flexure,anterior aspect small large intestine associated structure 1 tenia coli 2 appendix 3 cecum 4 left colic splenic flexure,anterior aspect small larg intestin associ structur 1 taenia coli 2 appendix 3 cecum 4 left colic splenic flexur,train
2566,dataset/images/19.pdf/page_150_image_3.jpeg,The mesentery and small intestine within abdominal cavity 1 Serosa visceral peritoneum 2 Mesentery,[],<None>,19.pdf,mesentery small intestine within abdominal cavity 1 serosa visceral peritoneum 2 mesentery,mesentery small intestine within abdominal cavity 1 serosa visceral peritoneum 2 mesentery,mesenteri small intestin within abdomin caviti 1 serosa viscer peritoneum 2 mesenteri,train
2567,dataset/images/19.pdf/page_150_image_4.jpeg,An anterior aspect of the small and large intestines with associated structures 1 Greater omentum reflected 2 Transverse colon reflected 3 Superior mesenteric artery 4 Superior mesenteric vein 5 Ascending colon,[],<None>,19.pdf,anterior aspect small large intestines associated structures 1 greater omentum reflected 2 transverse colon reflected 3 superior mesenteric artery 4 superior mesenteric vein 5 ascending colon,anterior aspect small large intestine associated structure 1 greater omentum reflected 2 transverse colon reflected 3 superior mesenteric artery 4 superior mesenteric vein 5 ascending colon,anterior aspect small larg intestin associ structur 1 greater omentum reflect 2 transvers colon reflect 3 superior mesenter arteri 4 superior mesenter vein 5 ascend colon,train
2568,dataset/images/19.pdf/page_151_image_1.jpeg,Junction of pylorus and duodenum 1 Duodenal epithelium 2  Duodenal Brunners glands,[],<None>,19.pdf,junction pylorus duodenum 1 duodenal epithelium 2 duodenal brunners glands,junction pylorus duodenum 1 duodenal epithelium 2 duodenal brunners gland,junction pyloru duodenum 1 duoden epithelium 2 duoden brunner gland,train
2569,dataset/images/19.pdf/page_151_image_3.jpeg,Small intestine 1 Intestinal glands 2 Intestinal villi 3 Muscularis mucosae,[],<None>,19.pdf,small intestine 1 intestinal glands 2 intestinal villi 3 muscularis mucosae,small intestine 1 intestinal gland 2 intestinal villus 3 muscularis mucosa,small intestin 1 intestin gland 2 intestin villi 3 musculari mucosa,train
2570,dataset/images/19.pdf/page_151_image_4.jpeg,Intestinal villus 1 Lamina propria 2 Intestinal villus 3 Central lacteal,[],<None>,19.pdf,intestinal villus 1 lamina propria 2 intestinal villus 3 central lacteal,intestinal villus 1 lamina propria 2 intestinal villus 3 central lacteal,intestin villu 1 lamina propria 2 intestin villu 3 central lacteal,valid
2571,dataset/images/19.pdf/page_151_image_5.jpeg,Intestinal glands 1  Eosinophil within lamina propria,[],<None>,19.pdf,intestinal glands 1 eosinophil within lamina propria,intestinal gland 1 eosinophil within lamina propria,intestin gland 1 eosinophil within lamina propria,train
2572,dataset/images/19.pdf/page_152_image_1.jpeg,A section of the large intestine colon 1 Haustrum 2 Taeniae coli 3  Epiploic appendage,[],<None>,19.pdf,section large intestine colon 1 haustrum 2 taeniae coli 3 epiploic appendage,section large intestine colon 1 haustrum 2 tenia coli 3 epiploic appendage,section larg intestin colon 1 haustrum 2 taenia coli 3 epiplo appendag,train
2573,dataset/images/19.pdf/page_152_image_4.jpeg,An electron micrograph of the ileum shown in cross section 1 Intestinal villi 2 Lumen 3 Mucosa,[],<None>,19.pdf,electron micrograph ileum shown cross section 1 intestinal villi 2 lumen 3 mucosa,electron micrograph ileum shown cross section 1 intestinal villus 2 lumen 3 mucosa,electron micrograph ileum shown cross section 1 intestin villi 2 lumen 3 mucosa,train
2574,dataset/images/19.pdf/page_153_image_1.jpeg,Large intestine 1 Glands 2 Lamina propria 3 Muscularis mucosae,[],<None>,19.pdf,large intestine 1 glands 2 lamina propria 3 muscularis mucosae,large intestine 1 gland 2 lamina propria 3 muscularis mucosa,larg intestin 1 gland 2 lamina propria 3 musculari mucosa,train
2575,dataset/images/19.pdf/page_153_image_2.jpeg,Large intestine 1 Glands 2 Lamina propria 3 Muscularis mucosae,[],<None>,19.pdf,large intestine 1 glands 2 lamina propria 3 muscularis mucosae,large intestine 1 gland 2 lamina propria 3 muscularis mucosa,larg intestin 1 gland 2 lamina propria 3 musculari mucosa,train
2576,dataset/images/19.pdf/page_154_image_1.jpeg,An anterior view of the liver 1 Right lobe of liver 2 Left lobe of liver 3 Falciform ligament,[],<None>,19.pdf,anterior view liver 1 right lobe liver 2 left lobe liver 3 falciform ligament,anterior view liver 1 right lobe liver 2 left lobe liver 3 falciform ligament,anterior view liver 1 right lobe liver 2 left lobe liver 3 falciform ligament,train
2577,dataset/images/19.pdf/page_154_image_2.jpeg,An inferior view of the liver 1 Left lobe of liver 2 Caudate lobe of liver 3 Right lobe of liver 4 Inferior vena cava 5 Hepatic portal vein 6 Quadrate lobe of liver,[],<None>,19.pdf,inferior view liver 1 left lobe liver 2 caudate lobe liver 3 right lobe liver 4 inferior vena cava 5 hepatic portal vein 6 quadrate lobe liver,inferior view liver 1 left lobe liver 2 caudate lobe liver 3 right lobe liver 4 inferior vena cava 5 hepatic portal vein 6 quadrate lobe liver,inferior view liver 1 left lobe liver 2 caudat lobe liver 3 right lobe liver 4 inferior vena cava 5 hepat portal vein 6 quadrat lobe liver,train
2578,dataset/images/19.pdf/page_154_image_3.jpeg,An inferior view of the liver 1 Left lobe of liver 2 Caudate lobe of liver 3 Right lobe of liver 4 Inferior vena cava 5 Hepatic portal vein 6 Quadrate lobe of liver,[],<None>,19.pdf,inferior view liver 1 left lobe liver 2 caudate lobe liver 3 right lobe liver 4 inferior vena cava 5 hepatic portal vein 6 quadrate lobe liver,inferior view liver 1 left lobe liver 2 caudate lobe liver 3 right lobe liver 4 inferior vena cava 5 hepatic portal vein 6 quadrate lobe liver,inferior view liver 1 left lobe liver 2 caudat lobe liver 3 right lobe liver 4 inferior vena cava 5 hepat portal vein 6 quadrat lobe liver,train
2579,dataset/images/19.pdf/page_155_image_1.jpeg,Hepatic lobules 1 Portal area 2 Hepatic lobule,[],<None>,19.pdf,hepatic lobules 1 portal area 2 hepatic lobule,hepatic lobule 1 portal area 2 hepatic lobule,hepat lobul 1 portal area 2 hepat lobul,train
2580,dataset/images/19.pdf/page_155_image_2.jpeg,Portal area 1  Lumen of portal vein,[],<None>,19.pdf,portal area 1 lumen portal vein,portal area 1 lumen portal vein,portal area 1 lumen portal vein,train
2581,dataset/images/19.pdf/page_155_image_4.jpeg,A gallbladder that has been removed cholecystectomy and cut open to remove its gallstone biliary calculus 1 Gallbladder 2 Gallstone,[],<None>,19.pdf,gallbladder removed cholecystectomy cut open remove gallstone biliary calculus 1 gallbladder 2 gallstone,gallbladder removed cholecystectomy cut open remove gallstone biliary calculus 1 gallbladder 2 gallstone,gallbladd remov cholecystectomi cut open remov gallston biliari calculu 1 gallbladd 2 gallston,train
2582,dataset/images/19.pdf/page_156_image_1.jpeg,Pancreatic acini 1 Centroacinar cells 2 Acinus,[],<None>,19.pdf,pancreatic acini 1 centroacinar cells 2 acinus,pancreatic acinus 1 centroacinar cell 2 acinus,pancreat acini 1 centroacinar cell 2 acinu,train
2583,dataset/images/19.pdf/page_156_image_2.jpeg,Pancreatic acini 1 Centroacinar cells 2 Acinus,[],<None>,19.pdf,pancreatic acini 1 centroacinar cells 2 acinus,pancreatic acinus 1 centroacinar cell 2 acinus,pancreat acini 1 centroacinar cell 2 acinu,train
2584,dataset/images/19.pdf/page_156_image_3.jpeg,Gallbladder,[],<None>,19.pdf,gallbladder,gallbladder,gallbladd,train
2585,dataset/images/19.pdf/page_156_image_4.jpeg,An anterior view of abdominal cavity showing pancreas and associated structures with overlying viscera removed 1 Liver reflected 2 Stomach reflected 3 Gallbladder 4 Pancreas 5 Duodenum,[],<None>,19.pdf,anterior view abdominal cavity showing pancreas associated structures overlying viscera removed 1 liver reflected 2 stomach reflected 3 gallbladder 4 pancreas 5 duodenum,anterior view abdominal cavity showing pancreas associated structure overlying viscera removed 1 liver reflected 2 stomach reflected 3 gallbladder 4 pancreas 5 duodenum,anterior view abdomin caviti show pancrea associ structur overli viscera remov 1 liver reflect 2 stomach reflect 3 gallbladd 4 pancrea 5 duodenum,train
2586,dataset/images/19.pdf/page_157_image_2.jpeg,The structure of the nephron,[],<None>,19.pdf,structure nephron,structure nephron,structur nephron,train
2587,dataset/images/19.pdf/page_157_image_3.jpeg,The organs of the urinary system,[],<None>,19.pdf,organs urinary system,organ urinary system,organ urinari system,train
2588,dataset/images/19.pdf/page_158_image_1.jpeg,The kidney and ureter with overlying viscera removed 1 Liver 2 Adrenal gland 3 Renal artery 4 Renal vein 5 Right kidney,[],<None>,19.pdf,kidney ureter overlying viscera removed 1 liver 2 adrenal gland 3 renal artery 4 renal vein 5 right kidney,kidney ureter overlying viscera removed 1 liver 2 adrenal gland 3 renal artery 4 renal vein 5 right kidney,kidney uret overli viscera remov 1 liver 2 adren gland 3 renal arteri 4 renal vein 5 right kidney,train
2589,dataset/images/19.pdf/page_158_image_2.jpeg,An anterior view of the right kidney,[],<None>,19.pdf,anterior view right kidney,anterior view right kidney,anterior view right kidney,train
2590,dataset/images/19.pdf/page_158_image_3.jpeg,A plastic vascular cast of a kidney and ureter 1 Arteriole network 2 Major calyx 3 Renal pelvis,[],<None>,19.pdf,plastic vascular cast kidney ureter 1 arteriole network 2 major calyx 3 renal pelvis,plastic vascular cast kidney ureter 1 arteriole network 2 major calyx 3 renal pelvis,plastic vascular cast kidney uret 1 arteriol network 2 major calyx 3 renal pelvi,valid
2591,dataset/images/19.pdf/page_158_image_4.jpeg,A coronal section of the left kidney 1 Renal artery 2 Renal vein 3 Left testicular vein 4 Ureter 5 Renal capsule,[],<None>,19.pdf,coronal section left kidney 1 renal artery 2 renal vein 3 left testicular vein 4 ureter 5 renal capsule,coronal section left kidney 1 renal artery 2 renal vein 3 left testicular vein 4 ureter 5 renal capsule,coron section left kidney 1 renal arteri 2 renal vein 3 left testicular vein 4 uret 5 renal capsul,train
2592,dataset/images/19.pdf/page_159_image_1.jpeg,Kidney 1 Renal cortex 2 Renal medulla,[],<None>,19.pdf,kidney 1 renal cortex 2 renal medulla,kidney 1 renal cortex 2 renal medulla,kidney 1 renal cortex 2 renal medulla,train
2593,dataset/images/19.pdf/page_159_image_3.jpeg,Medullary ray 1 Proximal tubule of straight portion 2 Distal tubule of straight portion 3 Collecting tubule,[],<None>,19.pdf,medullary ray 1 proximal tubule straight portion 2 distal tubule straight portion 3 collecting tubule,medullary ray 1 proximal tubule straight portion 2 distal tubule straight portion 3 collecting tubule,medullari ray 1 proxim tubul straight portion 2 distal tubul straight portion 3 collect tubul,train
2594,dataset/images/19.pdf/page_159_image_4.jpeg,An electron micrograph of the renal cortex 1 Interlobular artery 2  Afferent glomerular arteriole,[],<None>,19.pdf,electron micrograph renal cortex 1 interlobular artery 2 afferent glomerular arteriole,electron micrograph renal cortex 1 interlobular artery 2 afferent glomerular arteriole,electron micrograph renal cortex 1 interlobular arteri 2 affer glomerular arteriol,valid
2595,dataset/images/19.pdf/page_160_image_1.jpeg,Ureter as shown in cross section 1 Adventitia 2 Muscularis 3 Mucosa 4 Lumen,[],<None>,19.pdf,ureter shown cross section 1 adventitia 2 muscularis 3 mucosa 4 lumen,ureter shown cross section 1 adventitia 2 muscularis 3 mucosa 4 lumen,uret shown cross section 1 adventitia 2 musculari 3 mucosa 4 lumen,train
2596,dataset/images/19.pdf/page_160_image_2.jpeg,Wall of urinary bladder 1 Transitional epithelium 2 Lamina propria 3 Muscularis,[],<None>,19.pdf,wall urinary bladder 1 transitional epithelium 2 lamina propria 3 muscularis,wall urinary bladder 1 transitional epithelium 2 lamina propria 3 muscularis,wall urinari bladder 1 transit epithelium 2 lamina propria 3 musculari,train
2597,dataset/images/19.pdf/page_160_image_3.jpeg,Cortical labyrinth 1 Proximal convoluted tubule 2 Distal convoluted tubule,[],<None>,19.pdf,cortical labyrinth 1 proximal convoluted tubule 2 distal convoluted tubule,cortical labyrinth 1 proximal convoluted tubule 2 distal convoluted tubule,cortic labyrinth 1 proxim convolut tubul 2 distal convolut tubul,train
2598,dataset/images/19.pdf/page_161_image_1.jpeg,A pyelogram of the urinary system 1 12th rib 2 Major calyx 3 Ureter 4 Sacroiliac joint,[],<None>,19.pdf,pyelogram urinary system 1 12th rib 2 major calyx 3 ureter 4 sacroiliac joint,pyelogram urinary system 1 12th rib 2 major calyx 3 ureter 4 sacroiliac joint,pyelogram urinari system 1 12th rib 2 major calyx 3 uret 4 sacroiliac joint,train
2599,dataset/images/19.pdf/page_161_image_2.jpeg,A radiograph showing a renal calculus kidney stone in the renal pelvis of the right kidney 1 Renal calculus 2 Major calyx of left kidney 3 Renal pelvis of kidney,[],<None>,19.pdf,radiograph showing renal calculus kidney stone renal pelvis right kidney 1 renal calculus 2 major calyx left kidney 3 renal pelvis kidney,radiograph showing renal calculus kidney stone renal pelvis right kidney 1 renal calculus 2 major calyx left kidney 3 renal pelvis kidney,radiograph show renal calculu kidney stone renal pelvi right kidney 1 renal calculu 2 major calyx left kidney 3 renal pelvi kidney,valid
2600,dataset/images/19.pdf/page_162_image_1.jpeg,The organs of the male reproductive system,[],<None>,19.pdf,organs male reproductive system,organ male reproductive system,organ male reproduct system,train
